,Year,Month,Jurisdiction,Number,Time
3019,2019,June,British Columbia,194.0,2019-06-01
3073,2019,June,Quebec,59.0,2019-06-01
3083,2019,June,Saskatchewan,59.0,2019-06-01
3009,2019,June,Alberta,180.0,2019-06-01
3032,2019,June,New Brunswick,19.0,2019-06-01
3064,2019,July,Ontario,152.0,2019-07-01
3033,2019,July,New Brunswick,21.0,2019-07-01
3084,2019,July,Saskatchewan,58.0,2019-07-01
3090,2019,July,Yukon,64.0,2019-07-01
3577,2019,July,Canada,981.0,2019-07-01
3049,2019,July,Nova Scotia,7.0,2019-07-01
3074,2019,July,Quebec,120.0,2019-07-01
3041,2019,July,Newfoundland and Labrador,11.0,2019-07-01
3020,2019,July,British Columbia,155.0,2019-07-01
3057,2019,July,Northwest Territories,88.0,2019-07-01
3026,2019,July,Manitoba,86.0,2019-07-01
3010,2019,July,Alberta,219.0,2019-07-01
3075,2019,August,Quebec,96.0,2019-08-01
3058,2019,August,Northwest Territories,11.0,2019-08-01
3021,2019,August,British Columbia,126.0,2019-08-01
3091,2019,August,Yukon,4.0,2019-08-01
3573,2019,August,Canada,640.0,2019-08-01
3085,2019,August,Saskatchewan,14.0,2019-08-01
3042,2019,August,Newfoundland and Labrador,16.0,2019-08-01
3050,2019,August,Nova Scotia,34.0,2019-08-01
3069,2019,August,Prince Edward Island,1.0,2019-08-01
3065,2019,August,Ontario,193.0,2019-08-01
3034,2019,August,New Brunswick,32.0,2019-08-01
3027,2019,August,Manitoba,35.0,2019-08-01
3011,2019,August,Alberta,78.0,2019-08-01
3051,2019,September,Nova Scotia,9.0,2019-09-01
3583,2019,September,Canada,187.0,2019-09-01
3066,2019,September,Ontario,10.0,2019-09-01
3028,2019,September,Manitoba,1.0,2019-09-01
3012,2019,September,Alberta,30.0,2019-09-01
3092,2019,September,Yukon,3.0,2019-09-01
3022,2019,September,British Columbia,95.0,2019-09-01
3043,2019,September,Newfoundland and Labrador,11.0,2019-09-01
3035,2019,September,New Brunswick,5.0,2019-09-01
3086,2019,September,Saskatchewan,2.0,2019-09-01
3076,2019,September,Quebec,21.0,2019-09-01
3059,2019,October,Ontario,4.0,2019-10-01
3070,2019,October,Quebec,9.0,2019-10-01
3052,2019,October,Northwest Territories,1.0,2019-10-01
3002,2019,October,Alberta,17.0,2019-10-01
3582,2019,October,Canada,60.0,2019-10-01
3013,2019,October,British Columbia,16.0,2019-10-01
3029,2019,October,New Brunswick,6.0,2019-10-01
3078,2019,October,Saskatchewan,3.0,2019-10-01
3036,2019,October,Newfoundland and Labrador,2.0,2019-10-01
3044,2019,October,Nova Scotia,2.0,2019-10-01
3079,2019,November,Saskatchewan,2.0,2019-11-01
3003,2019,November,Alberta,1.0,2019-11-01
3581,2019,November,Canada,11.0,2019-11-01
3053,2019,November,Northwest Territories,1.0,2019-11-01
3014,2019,November,British Columbia,7.0,2019-11-01
3004,2019,December,Alberta,1.0,2019-12-01
3067,2019,December,Prince Edward Island,1.0,2019-12-01
3574,2019,December,Canada,7.0,2019-12-01
3080,2019,December,Saskatchewan,5.0,2019-12-01
3093,2020,January,Alberta,1.0,2020-01-01
3588,2020,January,Canada,2.0,2020-01-01
3167,2020,January,Saskatchewan,1.0,2020-01-01
3170,2020,February,Saskatchewan,2.0,2020-02-01
3097,2020,February,Alberta,1.0,2020-02-01
3587,2020,February,Canada,3.0,2020-02-01
3108,2020,March,British Columbia,19.0,2020-03-01
3098,2020,March,Alberta,4.0,2020-03-01
3171,2020,March,Saskatchewan,2.0,2020-03-01
3139,2020,March,Nova Scotia,5.0,2020-03-01
3160,2020,March,Quebec,2.0,2020-03-01
3151,2020,March,Ontario,2.0,2020-03-01
3591,2020,March,Canada,34.0,2020-03-01
3140,2020,April,Nova Scotia,38.0,2020-04-01
3172,2020,April,Saskatchewan,12.0,2020-04-01
3584,2020,April,Canada,436.0,2020-04-01
3116,2020,April,Manitoba,11.0,2020-04-01
3161,2020,April,Quebec,81.0,2020-04-01
3109,2020,April,British Columbia,92.0,2020-04-01
3124,2020,April,New Brunswick,100.0,2020-04-01
3099,2020,April,Alberta,68.0,2020-04-01
3152,2020,April,Ontario,22.0,2020-04-01
3132,2020,April,Newfoundland and Labrador,12.0,2020-04-01
3153,2020,May,Ontario,86.0,2020-05-01
3110,2020,May,British Columbia,66.0,2020-05-01
3173,2020,May,Saskatchewan,49.0,2020-05-01
3141,2020,May,Nova Scotia,50.0,2020-05-01
3100,2020,May,Alberta,209.0,2020-05-01
3125,2020,May,New Brunswick,127.0,2020-05-01
3133,2020,May,Newfoundland and Labrador,17.0,2020-05-01
3162,2020,May,Quebec,277.0,2020-05-01
3146,2020,May,Northwest Territories,1.0,2020-05-01
3592,2020,May,Canada,927.0,2020-05-01
3117,2020,May,Manitoba,38.0,2020-05-01
3178,2020,May,Yukon,7.0,2020-05-01
3101,2020,June,Alberta,83.0,2020-06-01
3590,2020,June,Canada,574.0,2020-06-01
3179,2020,June,Yukon,10.0,2020-06-01
3118,2020,June,Manitoba,24.0,2020-06-01
3174,2020,June,Saskatchewan,35.0,2020-06-01
3111,2020,June,British Columbia,31.0,2020-06-01
3163,2020,June,Quebec,174.0,2020-06-01
3126,2020,June,New Brunswick,72.0,2020-06-01
3147,2020,June,Northwest Territories,47.0,2020-06-01
3134,2020,June,Newfoundland and Labrador,6.0,2020-06-01
3142,2020,June,Nova Scotia,22.0,2020-06-01
3154,2020,June,Ontario,70.0,2020-06-01
3589,2020,July,Canada,750.0,2020-07-01
3127,2020,July,New Brunswick,27.0,2020-07-01
3143,2020,July,Nova Scotia,11.0,2020-07-01
3135,2020,July,Newfoundland and Labrador,25.0,2020-07-01
3148,2020,July,Northwest Territories,15.0,2020-07-01
3155,2020,July,Ontario,303.0,2020-07-01
3164,2020,July,Quebec,105.0,2020-07-01
3119,2020,July,Manitoba,41.0,2020-07-01
3112,2020,July,British Columbia,115.0,2020-07-01
3102,2020,July,Alberta,78.0,2020-07-01
3175,2020,July,Saskatchewan,26.0,2020-07-01
3180,2020,July,Yukon,4.0,2020-07-01
3176,2020,August,Saskatchewan,31.0,2020-08-01
3136,2020,August,Newfoundland and Labrador,27.0,2020-08-01
3181,2020,August,Yukon,1.0,2020-08-01
3149,2020,August,Northwest Territories,7.0,2020-08-01
3103,2020,August,Alberta,208.0,2020-08-01
3128,2020,August,New Brunswick,64.0,2020-08-01
3156,2020,August,Ontario,115.0,2020-08-01
3165,2020,August,Quebec,36.0,2020-08-01
3144,2020,August,Nova Scotia,43.0,2020-08-01
3585,2020,August,Canada,851.0,2020-08-01
3113,2020,August,British Columbia,283.0,2020-08-01
3120,2020,August,Manitoba,36.0,2020-08-01
3177,2020,September,Saskatchewan,27.0,2020-09-01
3166,2020,September,Quebec,27.0,2020-09-01
3182,2020,September,Yukon,2.0,2020-09-01
3145,2020,September,Nova Scotia,5.0,2020-09-01
3157,2020,September,Ontario,13.0,2020-09-01
3595,2020,September,Canada,276.0,2020-09-01
3137,2020,September,Newfoundland and Labrador,5.0,2020-09-01
3104,2020,September,Alberta,82.0,2020-09-01
3129,2020,September,New Brunswick,49.0,2020-09-01
3114,2020,September,British Columbia,62.0,2020-09-01
3121,2020,September,Manitoba,4.0,2020-09-01
3094,2020,October,Alberta,49.0,2020-10-01
3105,2020,October,British Columbia,13.0,2020-10-01
3138,2020,October,Nova Scotia,4.0,2020-10-01
3115,2020,October,Manitoba,1.0,2020-10-01
3168,2020,October,Saskatchewan,8.0,2020-10-01
3158,2020,October,Quebec,3.0,2020-10-01
3594,2020,October,Canada,103.0,2020-10-01
3150,2020,October,Ontario,3.0,2020-10-01
3122,2020,October,New Brunswick,22.0,2020-10-01
3159,2020,November,Quebec,7.0,2020-11-01
3123,2020,November,New Brunswick,5.0,2020-11-01
3169,2020,November,Saskatchewan,8.0,2020-11-01
3106,2020,November,British Columbia,2.0,2020-11-01
3130,2020,November,Newfoundland and Labrador,4.0,2020-11-01
3095,2020,November,Alberta,9.0,2020-11-01
3593,2020,November,Canada,35.0,2020-11-01
3586,2020,December,Canada,10.0,2020-12-01
3107,2020,December,British Columbia,1.0,2020-12-01
3131,2020,December,Newfoundland and Labrador,1.0,2020-12-01
3096,2020,December,Alberta,8.0,2020-12-01
